,0
2142,67.0
2143,489.0
2144,154.0
2145,467.0
2146,128.0
2147,516.0
2148,143.0
2149,9.0
2150,517.0
2151,98.0
2152,226.0
2153,46.0
2154,284.0
2155,65.0
2156,229.0
2157,460.0
2158,67.0
2159,86.0
2160,518.0
2161,130.0
2162,65.0
2163,159.0
2164,111.0
2165,519.0
2166,64.0
2167,41.0
2168,3.0
2169,520.0
2170,521.0
2171,87.0
2172,214.0
2173,18.0
2174,41.0
2175,85.0
2176,87.0
2177,522.0
2178,128.0
2179,90.0
2180,164.0
2181,125.0
2182,3.0
2183,43.0
2184,100.0
2185,523.0
2186,265.0
2187,120.0
2188,22.0
2189,32.0
2190,108.0
2191,64.0
2192,524.0
2193,140.0
2194,123.0
2195,3.0
2196,377.0
2197,97.0
2198,343.0
2199,113.0
2200,46.0
2201,128.0
2202,525.0
2203,526.0
2204,527.0
2205,58.0
2206,162.0
2207,206.0
2208,319.0
2209,231.0
2210,16.0
2211,125.0
2212,46.0
2213,152.0
2214,3.0
2215,87.0
2216,145.0
2217,16.0
2218,528.0
2219,63.0
2220,196.0
2221,19.0
2222,182.0
2223,252.0
2224,359.0
2225,27.0
2226,7.0
2227,529.0
2228,45.0
2229,267.0
2230,89.0
2231,60.0
2232,530.0
2233,67.0
2234,65.0
2235,16.0
2236,85.0
2237,75.0
2238,503.0
2239,6.0
2240,531.0
2241,162.0
2242,154.0
2243,6.0
2244,21.0
2245,85.0
2246,62.0
2247,53.0
2248,41.0
2249,105.0
2250,237.0
2251,228.0
2252,231.0
2253,175.0
2254,319.0
2255,197.0
2256,6.0
2257,532.0
2258,108.0
2259,22.0
2260,54.0
2261,19.0
2262,128.0
2263,45.0
2264,259.0
2265,63.0
2266,6.0
2267,19.0
2268,533.0
2269,474.0
2270,99.0
2271,241.0
2272,359.0
2273,22.0
2274,99.0
2275,164.0
2276,125.0
2277,58.0
2278,534.0
2279,440.0
2280,514.0
2281,35.0
2282,55.0
2283,383.0
2284,15.0
2285,16.0
2286,247.0
2287,6.0
2288,84.0
2289,535.0
2290,22.0
2291,316.0
2292,53.0
2293,536.0
2294,344.0
2295,242.0
2296,3.0
2297,537.0
2298,105.0
2299,46.0
2300,53.0
2301,121.0
2302,3.0
2303,104.0
2304,113.0
2305,105.0
2306,53.0
2307,2.0
2308,383.0
2309,229.0
2310,128.0
2311,60.0
2312,538.0
2313,229.0
2314,331.0
2315,222.0
2316,62.0
2317,302.0
2318,120.0
2319,63.0
2320,237.0
2321,287.0
2322,14.0
2323,371.0
2324,221.0
2325,128.0
2326,3.0
2327,538.0
2328,58.0
2329,28.0
2330,105.0
2331,345.0
2332,84.0
2333,6.0
2334,359.0
2335,128.0
2336,87.0
2337,79.0
2338,127.0
2339,274.0
2340,539.0
2341,19.0
2342,197.0
2343,540.0
2344,438.0
2345,58.0
2346,124.0
2347,137.0
2348,168.0
2349,50.0
2350,64.0
2351,196.0
2352,140.0
2353,189.0
2354,541.0
2355,192.0
2356,377.0
2357,382.0
2358,252.0
2359,61.0
2360,217.0
2361,542.0
2362,268.0
2363,77.0
2364,543.0
2365,544.0
2366,79.0
2367,63.0
2368,545.0
2369,3.0
2370,141.0
2371,546.0
2372,547.0
2373,63.0
2374,382.0
2375,257.0
2376,77.0
2377,16.0
2378,163.0
2379,287.0
2380,28.0
2381,81.0
2382,35.0
2383,534.0
2384,6.0
2385,548.0
2386,190.0
2387,90.0
2388,41.0
2389,105.0
2390,154.0
2391,34.0
2392,3.0
2393,147.0
2394,549.0
2395,357.0
2396,231.0
2397,550.0
2398,41.0
2399,53.0
2400,42.0
2401,22.0
2402,551.0
2403,552.0
2404,25.0
2405,142.0
2406,553.0
2407,113.0
2408,29.0
2409,46.0
2410,428.0
2411,554.0
2412,31.0
2413,79.0
2414,102.0
2415,272.0
2416,253.0
2417,60.0
2418,140.0
2419,28.0
2420,87.0
2421,78.0
2422,46.0
2423,196.0
2424,176.0
2425,41.0
2426,555.0
2427,343.0
2428,6.0
2429,556.0
2430,16.0
2431,1.0
2432,129.0
2433,18.0
2434,164.0
2435,58.0
2436,100.0
2437,557.0
2438,41.0
2439,16.0
2440,6.0
2441,558.0
2442,41.0
2443,204.0
2444,113.0
2445,184.0
2446,559.0
2447,41.0
2448,74.0
2449,75.0
2450,188.0
2451,60.0
2452,143.0
2453,354.0
2454,65.0
2455,59.0
2456,162.0
2457,228.0
2458,560.0
2459,9.0
2460,142.0
2461,347.0
2462,270.0
2463,228.0
2464,42.0
2465,19.0
2466,457.0
2467,124.0
2468,34.0
2469,222.0
2470,148.0
2471,172.0
2472,88.0
2473,84.0
2474,83.0
2475,561.0
2476,562.0
2477,563.0
2478,174.0
2479,99.0
2480,187.0
2481,22.0
2482,564.0
2483,95.0
2484,163.0
2485,74.0
2486,7.0
2487,152.0
2488,87.0
2489,60.0
2490,6.0
2491,47.0
2492,565.0
2493,79.0
2494,21.0
2495,440.0
2496,30.0
2497,3.0
2498,208.0
2499,147.0
2500,119.0
2501,211.0
2502,65.0
2503,176.0
2504,6.0
2505,58.0
2506,402.0
2507,6.0
2508,467.0
2509,105.0
2510,126.0
2511,566.0
2512,137.0
2513,567.0
2514,65.0
2515,568.0
2516,551.0
2517,123.0
2518,569.0
2519,339.0
2520,58.0
2521,231.0
2522,72.0
2523,85.0
2524,142.0
2525,42.0
2526,1.0
2527,10.0
2528,16.0
2529,272.0
2530,3.0
2531,359.0
2532,570.0
2533,28.0
2534,258.0
2535,102.0
2536,168.0
2537,41.0
2538,237.0
2539,143.0
2540,571.0
2541,128.0
2542,414.0
2543,182.0
2544,243.0
2545,572.0
2546,346.0
2547,231.0
2548,566.0
2549,159.0
2550,6.0
2551,34.0
2552,22.0
2553,214.0
2554,79.0
2555,34.0
2556,84.0
2557,113.0
2558,573.0
2559,35.0
2560,6.0
2561,210.0
2562,188.0
2563,170.0
2564,376.0
2565,536.0
2566,2.0
2567,79.0
2568,334.0
2569,58.0
2570,143.0
2571,42.0
2572,225.0
2573,188.0
2574,87.0
2575,3.0
2576,242.0
2577,202.0
2578,243.0
2579,482.0
2580,574.0
2581,327.0
2582,87.0
2583,265.0
2584,16.0
2585,166.0
2586,213.0
2587,35.0
2588,163.0
2589,121.0
2590,42.0
2591,174.0
2592,575.0
2593,75.0
2594,576.0
2595,163.0
2596,81.0
2597,35.0
2598,81.0
2599,336.0
2600,389.0
2601,130.0
2602,47.0
2603,410.0
2604,534.0
2605,265.0
2606,192.0
2607,319.0
2608,19.0
2609,75.0
2610,551.0
2611,577.0
2612,85.0
2613,202.0
2614,302.0
2615,59.0
2616,578.0
2617,83.0
2618,579.0
2619,89.0
2620,64.0
2621,213.0
2622,157.0
2623,319.0
2624,61.0
2625,190.0
2626,129.0
2627,158.0
2628,580.0
2629,14.0
2630,87.0
2631,177.0
2632,75.0
2633,137.0
2634,167.0
2635,581.0
2636,3.0
2637,41.0
2638,25.0
2639,58.0
2640,34.0
2641,440.0
2642,53.0
2643,23.0
2644,130.0
2645,41.0
2646,28.0
2647,39.0
2648,414.0
2649,582.0
2650,152.0
2651,583.0
2652,52.0
2653,129.0
2654,87.0
2655,3.0
2656,163.0
2657,164.0
2658,105.0
2659,21.0
2660,2.0
2661,6.0
2662,136.0
2663,154.0
2664,152.0
2665,3.0
2666,547.0
2667,108.0
2668,71.0
2669,41.0
2670,209.0
2671,92.0
2672,323.0
2673,129.0
2674,584.0
2675,176.0
2676,148.0
2677,53.0
2678,19.0
2679,6.0
2680,515.0
2681,16.0
2682,21.0
2683,294.0
2684,175.0
2685,62.0
2686,46.0
2687,6.0
2688,37.0
2689,79.0
2690,7.0
2691,121.0
2692,276.0
2693,196.0
2694,83.0
2695,56.0
2696,585.0
2697,282.0
2698,41.0
2699,147.0
2700,23.0
2701,208.0
2702,586.0
2703,247.0
2704,64.0
2705,145.0
2706,377.0
2707,154.0
2708,189.0
2709,186.0
2710,587.0
2711,142.0
2712,105.0
2713,588.0
2714,236.0
2715,35.0
2716,516.0
2717,105.0
2718,58.0
2719,216.0
2720,6.0
2721,130.0
2722,26.0
2723,120.0
2724,13.0
2725,142.0
2726,589.0
2727,2.0
2728,31.0
2729,394.0
2730,241.0
2731,128.0
2732,196.0
2733,22.0
2734,58.0
2735,449.0
2736,93.0
2737,502.0
2738,28.0
2739,97.0
2740,590.0
2741,87.0
2742,216.0
2743,217.0
2744,87.0
2745,62.0
2746,6.0
2747,163.0
2748,28.0
2749,110.0
2750,591.0
2751,98.0
2752,592.0
2753,94.0
2754,128.0
2755,41.0
2756,143.0
2757,99.0
2758,157.0
2759,213.0
2760,87.0
2761,50.0
2762,232.0
2763,29.0
2764,500.0
2765,65.0
2766,3.0
2767,187.0
2768,120.0
2769,54.0
2770,62.0
2771,56.0
2772,226.0
2773,300.0
2774,176.0
2775,123.0
2776,159.0
2777,432.0
2778,432.0
2779,278.0
2780,46.0
2781,196.0
2782,120.0
2783,18.0
2784,100.0
2785,593.0
2786,50.0
2787,385.0
2788,6.0
2789,64.0
2790,276.0
2791,41.0
2792,68.0
2793,100.0
2794,54.0
2795,401.0
2796,270.0
2797,152.0
2798,173.0
2799,341.0
2800,145.0
2801,65.0
2802,42.0
2803,226.0
2804,21.0
2805,594.0
2806,83.0
2807,21.0
2808,58.0
2809,197.0
2810,173.0
2811,159.0
2812,595.0
2813,41.0
2814,10.0
2815,237.0
2816,34.0
2817,103.0
2818,540.0
2819,75.0
2820,163.0
2821,163.0
2822,95.0
2823,65.0
2824,103.0
2825,596.0
2826,170.0
2827,16.0
2828,81.0
2829,41.0
2830,105.0
2831,19.0
2832,134.0
2833,116.0
2834,597.0
2835,163.0
2836,598.0
2837,81.0
2838,79.0
2839,85.0
2840,46.0
2841,120.0
2842,346.0
2843,134.0
2844,18.0
2845,26.0
2846,136.0
2847,93.0
2848,42.0
2849,41.0
2850,63.0
2851,175.0
2852,25.0
2853,154.0
2854,84.0
2855,128.0
2856,41.0
2857,216.0
2858,100.0
2859,2.0
2860,72.0
2861,385.0
2862,53.0
2863,152.0
2864,103.0
2865,21.0
2866,599.0
2867,302.0
2868,6.0
2869,196.0
2870,600.0
2871,231.0
2872,366.0
2873,6.0
2874,154.0
2875,57.0
2876,64.0
2877,208.0
2878,8.0
2879,19.0
2880,28.0
2881,170.0
2882,2.0
2883,126.0
2884,65.0
2885,158.0
2886,601.0
2887,2.0
2888,13.0
2889,81.0
2890,472.0
2891,56.0
2892,46.0
2893,447.0
2894,276.0
2895,300.0
2896,58.0
2897,110.0
2898,602.0
2899,53.0
2900,457.0
2901,603.0
2902,148.0
2903,19.0
2904,18.0
2905,300.0
2906,231.0
2907,253.0
2908,3.0
2909,68.0
2910,21.0
2911,103.0
2912,123.0
2913,172.0
2914,130.0
2915,319.0
2916,604.0
2917,58.0
2918,605.0
2919,65.0
2920,47.0
2921,105.0
2922,140.0
2923,6.0
2924,606.0
2925,124.0
2926,121.0
2927,276.0
2928,222.0
2929,99.0
2930,348.0
2931,21.0
2932,100.0
2933,28.0
2934,202.0
2935,75.0
2936,3.0
2937,3.0
2938,244.0
2939,117.0
2940,57.0
2941,9.0
2942,46.0
2943,68.0
2944,607.0
2945,142.0
2946,115.0
2947,113.0
2948,231.0
2949,408.0
2950,166.0
2951,19.0
2952,202.0
2953,25.0
2954,270.0
2955,134.0
2956,195.0
2957,336.0
2958,318.0
2959,13.0
2960,34.0
2961,22.0
2962,105.0
2963,111.0
2964,21.0
2965,168.0
2966,41.0
2967,75.0
2968,608.0
2969,28.0
2970,16.0
2971,77.0
2972,95.0
2973,54.0
2974,365.0
2975,75.0
2976,609.0
2977,42.0
2978,610.0
2979,163.0
2980,384.0
2981,196.0
2982,58.0
2983,128.0
2984,125.0
2985,554.0
2986,58.0
2987,178.0
2988,21.0
2989,141.0
2990,40.0
2991,148.0
2992,41.0
2993,71.0
2994,300.0
2995,42.0
2996,35.0
2997,302.0
2998,266.0
2999,134.0
3000,396.0
3001,46.0
3002,142.0
3003,158.0
3004,159.0
3005,35.0
3006,16.0
3007,92.0
3008,18.0
3009,355.0
3010,611.0
3011,388.0
3012,343.0
3013,544.0
3014,21.0
3015,81.0
3016,92.0
3017,7.0
3018,58.0
3019,612.0
3020,613.0
3021,233.0
3022,64.0
3023,50.0
3024,23.0
3025,87.0
3026,553.0
3027,129.0
3028,46.0
3029,105.0
3030,174.0
3031,214.0
3032,41.0
3033,195.0
3034,99.0
3035,141.0
3036,188.0
3037,614.0
3038,60.0
3039,615.0
3040,616.0
3041,440.0
3042,359.0
3043,14.0
3044,16.0
3045,617.0
3046,19.0
3047,210.0
3048,119.0
3049,618.0
3050,142.0
3051,79.0
3052,64.0
3053,51.0
3054,316.0
3055,16.0
3056,77.0
3057,42.0
3058,16.0
3059,16.0
3060,429.0
3061,126.0
3062,619.0
3063,41.0
3064,113.0
3065,99.0
3066,87.0
3067,357.0
3068,8.0
3069,248.0
3070,98.0
3071,620.0
3072,58.0
3073,234.0
3074,621.0
3075,379.0
3076,105.0
3077,25.0
3078,16.0
3079,98.0
3080,142.0
3081,77.0
3082,13.0
3083,622.0
3084,79.0
3085,121.0
3086,2.0
3087,41.0
3088,248.0
3089,74.0
3090,231.0
3091,105.0
3092,491.0
3093,265.0
3094,46.0
3095,623.0
3096,105.0
3097,143.0
3098,58.0
3099,73.0
3100,164.0
3101,39.0
3102,359.0
3103,577.0
3104,90.0
3105,624.0
3106,46.0
3107,19.0
3108,233.0
3109,560.0
3110,28.0
3111,84.0
3112,275.0
3113,208.0
3114,32.0
3115,115.0
3116,625.0
3117,110.0
3118,42.0
3119,6.0
3120,236.0
3121,110.0
3122,196.0
3123,25.0
3124,62.0
3125,306.0
3126,626.0
3127,343.0
3128,243.0
3129,294.0
3130,87.0
3131,405.0
3132,50.0
3133,627.0
3134,113.0
3135,21.0
3136,97.0
3137,265.0
3138,628.0
3139,147.0
3140,547.0
3141,282.0
3142,87.0
3143,3.0
3144,92.0
3145,16.0
3146,324.0
3147,105.0
3148,231.0
3149,58.0
3150,276.0
3151,257.0
3152,214.0
3153,192.0
3154,45.0
3155,341.0
3156,53.0
3157,163.0
3158,6.0
3159,21.0
3160,6.0
3161,217.0
3162,137.0
3163,86.0
3164,410.0
3165,19.0
3166,128.0
3167,92.0
3168,63.0
3169,159.0
3170,152.0
3171,115.0
3172,108.0
3173,134.0
3174,629.0
3175,630.0
3176,22.0
3177,50.0
3178,486.0
3179,270.0
3180,105.0
3181,92.0
3182,99.0
3183,163.0
3184,113.0
3185,293.0
3186,58.0
3187,416.0
3188,282.0
3189,631.0
3190,42.0
3191,247.0
3192,128.0
3193,51.0
3194,108.0
3195,102.0
3196,489.0
3197,63.0
3198,35.0
3199,282.0
3200,67.0
3201,67.0
3202,20.0
3203,27.0
3204,467.0
3205,75.0
3206,632.0
3207,35.0
3208,41.0
3209,165.0
3210,29.0
3211,248.0
3212,339.0
3213,3.0
3214,633.0
3215,147.0
3216,275.0
3217,81.0
3218,634.0
3219,170.0
3220,130.0
3221,635.0
3222,79.0
3223,636.0
3224,60.0
3225,141.0
3226,7.0
3227,119.0
3228,143.0
3229,46.0
3230,52.0
3231,29.0
3232,229.0
3233,248.0
3234,597.0
3235,31.0
3236,126.0
3237,486.0
3238,95.0
3239,266.0
3240,170.0
3241,141.0
3242,3.0
3243,70.0
3244,637.0
3245,402.0
3246,202.0
3247,3.0
3248,87.0
3249,6.0
3250,243.0
3251,154.0
3252,638.0
3253,491.0
3254,105.0
3255,57.0
3256,50.0
3257,208.0
3258,639.0
3259,100.0
3260,34.0
3261,339.0
3262,58.0
3263,15.0
3264,216.0
3265,478.0
3266,210.0
3267,128.0
3268,152.0
3269,22.0
3270,84.0
3271,63.0
3272,228.0
3273,152.0
3274,89.0
3275,19.0
3276,99.0
3277,640.0
3278,176.0
3279,46.0
3280,275.0
3281,25.0
3282,18.0
3283,158.0
3284,339.0
3285,408.0
3286,176.0
3287,19.0
3288,47.0
3289,641.0
3290,26.0
3291,67.0
3292,23.0
3293,105.0
3294,506.0
3295,16.0
3296,53.0
3297,144.0
3298,84.0
3299,259.0
3300,108.0
3301,140.0
3302,85.0
3303,276.0
3304,174.0
3305,163.0
3306,642.0
3307,643.0
3308,644.0
3309,128.0
3310,116.0
3311,54.0
3312,57.0
3313,14.0
3314,411.0
3315,21.0
3316,645.0
3317,53.0
3318,508.0
3319,3.0
3320,209.0
3321,284.0
3322,58.0
3323,87.0
3324,129.0
3325,8.0
3326,214.0
3327,326.0
3328,646.0
3329,21.0
3330,170.0
3331,34.0
3332,99.0
3333,229.0
3334,162.0
3335,13.0
3336,34.0
3337,217.0
3338,647.0
3339,248.0
3340,33.0
3341,172.0
3342,141.0
3343,212.0
3344,257.0
3345,137.0
3346,70.0
3347,87.0
3348,32.0
3349,163.0
3350,159.0
3351,163.0
3352,145.0
3353,28.0
3354,648.0
3355,306.0
3356,217.0
3357,92.0
3358,235.0
3359,649.0
3360,38.0
3361,58.0
3362,35.0
3363,79.0
3364,21.0
3365,19.0
3366,28.0
3367,21.0
3368,214.0
3369,126.0
3370,102.0
3371,650.0
3372,115.0
3373,147.0
3374,99.0
3375,58.0
3376,39.0
3377,105.0
3378,22.0
3379,21.0
3380,63.0
3381,19.0
3382,141.0
3383,19.0
3384,22.0
3385,261.0
3386,129.0
3387,276.0
3388,21.0
3389,268.0
3390,41.0
3391,42.0
3392,15.0
3393,651.0
3394,652.0
3395,121.0
3396,270.0
3397,128.0
3398,94.0
3399,68.0
3400,232.0
3401,129.0
3402,653.0
3403,23.0
3404,654.0
3405,238.0
3406,95.0
3407,105.0
3408,339.0
3409,655.0
3410,656.0
3411,562.0
3412,152.0
3413,41.0
3414,134.0
3415,103.0
3416,257.0
3417,108.0
3418,657.0
3419,549.0
3420,25.0
3421,120.0
3422,100.0
3423,7.0
3424,21.0
3425,47.0
3426,331.0
3427,658.0
3428,19.0
3429,42.0
3430,456.0
3431,147.0
3432,58.0
3433,296.0
3434,41.0
3435,79.0
3436,62.0
3437,159.0
3438,20.0
3439,62.0
3440,15.0
3441,354.0
3442,46.0
3443,16.0
3444,41.0
3445,500.0
3446,128.0
3447,3.0
3448,81.0
3449,112.0
3450,41.0
3451,659.0
3452,214.0
3453,209.0
3454,21.0
3455,98.0
3456,3.0
3457,321.0
3458,129.0
3459,202.0
3460,170.0
3461,491.0
3462,510.0
3463,99.0
3464,41.0
3465,19.0
3466,600.0
3467,61.0
3468,159.0
3469,2.0
3470,474.0
3471,92.0
3472,508.0
3473,63.0
3474,143.0
3475,243.0
3476,42.0
3477,227.0
3478,41.0
3479,124.0
3480,102.0
3481,113.0
3482,549.0
3483,231.0
3484,58.0
3485,58.0
3486,354.0
3487,83.0
3488,83.0
3489,25.0
3490,3.0
3491,660.0
3492,1.0
3493,304.0
3494,79.0
3495,3.0
3496,113.0
3497,21.0
3498,214.0
3499,128.0
3500,210.0
3501,58.0
3502,538.0
3503,102.0
3504,661.0
3505,6.0
3506,55.0
3507,137.0
3508,662.0
3509,129.0
3510,41.0
3511,248.0
3512,63.0
3513,196.0
3514,105.0
3515,105.0
3516,20.0
3517,23.0
3518,67.0
3519,265.0
3520,359.0
3521,663.0
3522,55.0
3523,601.0
3524,34.0
3525,41.0
3526,34.0
3527,154.0
3528,121.0
3529,6.0
3530,87.0
3531,81.0
3532,9.0
3533,364.0
3534,137.0
3535,439.0
3536,281.0
3537,93.0
3538,286.0
3539,16.0
3540,113.0
3541,28.0
3542,6.0
3543,55.0
3544,41.0
3545,414.0
3546,61.0
3547,41.0
3548,68.0
3549,226.0
3550,664.0
3551,192.0
3552,53.0
3553,665.0
3554,428.0
3555,19.0
3556,99.0
3557,544.0
3558,53.0
3559,16.0
3560,287.0
3561,268.0
3562,113.0
3563,14.0
3564,323.0
3565,54.0
3566,47.0
3567,272.0
3568,2.0
3569,60.0
3570,79.0
3571,163.0
3572,46.0
3573,25.0
3574,46.0
3575,228.0
3576,440.0
3577,6.0
3578,58.0
3579,213.0
3580,61.0
3581,19.0
3582,119.0
3583,23.0
3584,99.0
3585,89.0
3586,16.0
3587,248.0
3588,23.0
3589,433.0
3590,666.0
3591,164.0
3592,202.0
3593,47.0
3594,41.0
3595,8.0
3596,58.0
3597,13.0
3598,667.0
3599,129.0
3600,41.0
3601,416.0
3602,668.0
3603,53.0
3604,77.0
3605,67.0
3606,98.0
3607,276.0
3608,86.0
3609,554.0
3610,141.0
3611,226.0
3612,18.0
3613,562.0
3614,416.0
3615,313.0
3616,146.0
3617,147.0
3618,669.0
3619,670.0
3620,496.0
3621,21.0
3622,202.0
3623,243.0
3624,114.0
3625,671.0
3626,237.0
3627,502.0
3628,672.0
3629,120.0
3630,252.0
3631,147.0
3632,16.0
3633,327.0
3634,222.0
3635,35.0
3636,42.0
3637,70.0
3638,433.0
3639,81.0
3640,141.0
3641,243.0
3642,419.0
3643,163.0
3644,19.0
3645,18.0
3646,102.0
3647,673.0
3648,674.0
3649,373.0
3650,108.0
3651,226.0
3652,323.0
3653,26.0
3654,675.0
3655,676.0
3656,416.0
3657,294.0
3658,75.0
3659,41.0
3660,677.0
3661,79.0
3662,142.0
3663,678.0
3664,216.0
3665,26.0
3666,87.0
3667,228.0
3668,21.0
3669,158.0
3670,108.0
3671,196.0
3672,35.0
3673,679.0
3674,94.0
3675,68.0
3676,62.0
3677,328.0
3678,79.0
3679,486.0
3680,680.0
3681,134.0
3682,681.0
3683,47.0
3684,216.0
3685,87.0
3686,129.0
3687,57.0
3688,50.0
3689,21.0
3690,390.0
3691,7.0
3692,506.0
3693,41.0
3694,61.0
3695,516.0
3696,79.0
3697,100.0
3698,75.0
3699,140.0
3700,189.0
3701,682.0
3702,23.0
3703,236.0
3704,142.0
3705,50.0
3706,457.0
3707,58.0
3708,683.0
3709,94.0
3710,293.0
3711,79.0
3712,130.0
3713,50.0
3714,164.0
3715,100.0
3716,414.0
3717,41.0
3718,22.0
3719,77.0
3720,16.0
3721,53.0
3722,684.0
3723,685.0
3724,203.0
3725,300.0
3726,686.0
3727,124.0
3728,129.0
3729,129.0
3730,21.0
3731,154.0
3732,546.0
3733,176.0
3734,228.0
3735,27.0
3736,687.0
3737,53.0
3738,46.0
3739,105.0
3740,127.0
3741,163.0
3742,22.0
3743,21.0
3744,58.0
3745,253.0
3746,232.0
3747,474.0
3748,115.0
3749,19.0
3750,103.0
3751,47.0
3752,34.0
3753,217.0
3754,269.0
3755,21.0
3756,296.0
3757,104.0
3758,100.0
3759,20.0
3760,21.0
3761,3.0
3762,53.0
3763,3.0
3764,60.0
3765,688.0
3766,7.0
3767,6.0
3768,61.0
3769,113.0
3770,241.0
3771,689.0
3772,23.0
3773,19.0
3774,209.0
3775,690.0
3776,691.0
3777,384.0
3778,234.0
3779,45.0
3780,64.0
3781,231.0
3782,108.0
3783,58.0
3784,692.0
3785,26.0
3786,25.0
3787,384.0
3788,52.0
3789,243.0
3790,153.0
3791,693.0
3792,216.0
3793,21.0
3794,27.0
3795,83.0
3796,116.0
3797,694.0
3798,6.0
3799,217.0
3800,202.0
3801,371.0
3802,263.0
3803,23.0
3804,64.0
3805,152.0
3806,21.0
3807,339.0
3808,108.0
3809,22.0
3810,463.0
3811,298.0
3812,190.0
3813,111.0
3814,61.0
3815,281.0
3816,99.0
3817,47.0
3818,78.0
3819,695.0
3820,53.0
3821,229.0
3822,126.0
3823,87.0
3824,58.0
3825,104.0
3826,41.0
3827,536.0
3828,188.0
3829,61.0
3830,105.0
3831,231.0
3832,642.0
3833,209.0
3834,61.0
3835,90.0
3836,110.0
3837,35.0
3838,92.0
3839,79.0
3840,696.0
3841,126.0
3842,47.0
3843,63.0
3844,26.0
3845,377.0
3846,697.0
3847,15.0
3848,63.0
3849,547.0
3850,46.0
3851,143.0
3852,253.0
3853,126.0
3854,85.0
3855,395.0
3856,60.0
3857,3.0
3858,674.0
3859,22.0
3860,19.0
3861,21.0
3862,698.0
3863,22.0
3864,52.0
3865,84.0
3866,152.0
3867,116.0
3868,304.0
3869,81.0
3870,191.0
3871,138.0
3872,243.0
3873,3.0
3874,699.0
3875,92.0
3876,237.0
3877,243.0
3878,55.0
3879,453.0
3880,700.0
3881,502.0
3882,129.0
3883,115.0
3884,83.0
3885,202.0
3886,163.0
3887,21.0
3888,54.0
3889,42.0
3890,100.0
3891,22.0
3892,121.0
3893,105.0
3894,21.0
3895,58.0
3896,577.0
3897,28.0
3898,331.0
3899,50.0
3900,103.0
3901,157.0
3902,39.0
3903,701.0
3904,19.0
3905,104.0
3906,55.0
3907,266.0
3908,41.0
3909,37.0
3910,398.0
3911,21.0
3912,147.0
3913,243.0
3914,113.0
3915,21.0
3916,19.0
3917,41.0
3918,159.0
3919,35.0
3920,702.0
3921,703.0
3922,95.0
3923,354.0
3924,21.0
3925,704.0
3926,100.0
3927,197.0
3928,13.0
3929,81.0
3930,421.0
3931,77.0
3932,16.0
3933,31.0
3934,134.0
3935,110.0
3936,148.0
3937,147.0
3938,21.0
3939,98.0
3940,705.0
3941,106.0
3942,283.0
3943,168.0
3944,35.0
3945,416.0
3946,22.0
3947,216.0
3948,130.0
3949,159.0
3950,52.0
3951,706.0
3952,3.0
3953,77.0
3954,53.0
3955,345.0
3956,332.0
3957,707.0
3958,708.0
3959,21.0
3960,209.0
3961,116.0
3962,416.0
3963,164.0
3964,14.0
3965,709.0
3966,92.0
3967,93.0
3968,432.0
3969,41.0
3970,92.0
3971,176.0
3972,62.0
3973,61.0
3974,6.0
3975,47.0
3976,710.0
3977,163.0
3978,79.0
3979,113.0
3980,237.0
3981,25.0
3982,3.0
3983,711.0
3984,148.0
3985,111.0
3986,228.0
3987,146.0
3988,395.0
3989,35.0
3990,60.0
3991,8.0
3992,712.0
3993,14.0
3994,608.0
3995,713.0
3996,192.0
3997,116.0
3998,98.0
3999,714.0
4000,190.0
4001,14.0
4002,124.0
4003,499.0
4004,53.0
4005,543.0
4006,42.0
4007,74.0
4008,252.0
4009,45.0
4010,3.0
4011,21.0
4012,715.0
4013,716.0
4014,92.0
4015,65.0
4016,91.0
4017,6.0
4018,717.0
4019,170.0
4020,718.0
4021,491.0
4022,111.0
4023,719.0
4024,122.0
4025,720.0
4026,57.0
4027,16.0
4028,125.0
4029,65.0
4030,134.0
4031,93.0
4032,62.0
4033,48.0
4034,348.0
4035,143.0
4036,108.0
4037,191.0
4038,163.0
4039,34.0
4040,233.0
4041,55.0
4042,150.0
4043,225.0
4044,20.0
4045,92.0
4046,242.0
4047,242.0
4048,253.0
4049,8.0
4050,282.0
4051,366.0
4052,105.0
4053,268.0
4054,87.0
4055,53.0
4056,31.0
4057,18.0
4058,128.0
4059,336.0
4060,53.0
4061,674.0
4062,3.0
4063,120.0
4064,241.0
4065,58.0
4066,128.0
4067,294.0
4068,416.0
4069,721.0
4070,128.0
4071,91.0
4072,722.0
4073,258.0
4074,723.0
4075,229.0
4076,34.0
4077,237.0
4078,23.0
4079,108.0
4080,399.0
4081,105.0
4082,724.0
4083,257.0
4084,116.0
4085,6.0
4086,105.0
4087,248.0
4088,16.0
4089,725.0
4090,726.0
4091,123.0
4092,41.0
4093,294.0
4094,125.0
4095,92.0
4096,93.0
4097,154.0
4098,491.0
4099,270.0
4100,41.0
4101,621.0
4102,727.0
4103,272.0
4104,728.0
4105,53.0
4106,85.0
4107,191.0
4108,176.0
4109,152.0
4110,2.0
4111,51.0
4112,34.0
4113,41.0
4114,41.0
4115,77.0
4116,287.0
4117,729.0
4118,60.0
4119,105.0
4120,45.0
4121,31.0
4122,75.0
4123,211.0
4124,730.0
4125,179.0
4126,141.0
4127,54.0
4128,28.0
4129,64.0
4130,41.0
4131,98.0
4132,8.0
4133,81.0
4134,16.0
4135,286.0
4136,6.0
4137,87.0
4138,353.0
4139,58.0
4140,123.0
